J0818-3232,124.60806,-32.54181
B0818-13,125.10992,-13.84885
J0820-3826,125.24972,-38.44524
J0820-3921,125.20462,-39.36547
B0818-41,125.06437,-41.24344
J0821-4221,125.43598,-42.35707
J0821-4300,125.48902,-43.00474
B0820+02,125.79070,1.98678
J0824+00,126.06667,0.45000
B0823+26,126.71410,26.62327
B0826-34,127.06927,-34.28529
J0831-4406,127.88512,-44.10331
J0834-4159,128.56792,-41.99750
J0834-60,128.70833,-60.58333
J0835-3707,128.76283,-37.13097
J0835-42,128.90417,-42.54361
B0833-45,128.83588,-45.17635
B0834+06,129.27351,6.17071
J0837-24,129.43333,-24.79667
B0835-41,129.33826,-41.58732
J0838-2621,129.57834,-26.35821
J0838-3947,129.62833,-39.78944
B0839-53,130.14117,-53.54319
B0840-48,130.52237,-48.85578
J0843+0719,130.89092,7.31328
J0843-5022,130.79118,-50.37864
B0844-35,131.52525,-35.56129
J0847-4316,131.98887,-43.28244
J0848+16,132.22083,16.71667
J0849-6322,132.42746,-63.37639
B0841+80,132.25628,80.48309
B0853-33,133.91006,-33.52758
J0855-4644,133.90075,-46.73706
J0855-4658,133.83154,-46.97294
B0855-61,134.24712,-61.63147
J0857-4424,134.47983,-44.40287
J0900-3144,135.18314,-31.74192
J0901-4624,135.41717,-46.41347
B0901-63,135.63500,-63.42000
B0903-42,136.24667,-42.77056
B0904-74,136.04500,-74.99522
J0905-4536,136.34958,-45.61472
J0905-5127,136.46634,-51.46353
J0905-6019,136.31352,-60.32279
B0905-51,136.81625,-51.96646
B0906-17,137.15909,-17.66046
B0906-49,137.14804,-49.21847
B0909-71,137.40000,-72.20233
B0904+77,137.50000,77.46667
J0912-3851,138.17792,-38.85083
J0919-42,139.75000,0.00000
J0919-6040,139.86612,-60.68067
B0917+63,140.30890,62.90386
B0919+06,140.55842,6.63981
J0922-4949,140.56234,-49.82002
J0922-52,140.50000,-52.00000
J0923-31,140.99167,-31.95000
B0922-52,141.03621,-53.04561
B0923-58,141.12917,-58.23511
J0927+23,141.90417,23.78333
J0928+06,142.18333,6.23333
J0928+30,142.17917,30.61667
J0931-1902,142.82966,-19.04862
J0932-3217,143.16312,-32.28728
J0932-5327,143.09525,-53.45306
J0934-4154,143.74250,-41.90542
B0932-52,143.61792,-52.82422
J0940-5428,145.24258,-54.47794
J0941-39,145.40833,-39.68333
J0941-5244,145.42145,-52.73458
B0940-55,145.56596,-55.88119
B0941-56,145.72692,-56.96207
B0940+16,145.87542,16.52694
J0943+22,145.85417,22.93333
J0943+41,145.75000,41.15000
B0942-13,146.12065,-13.91156
J0945-4833,146.40939,-48.55403
B0943+10,146.53167,9.86528
J0947+27,146.84167,27.70000
J0949-6902,147.33570,-69.04489
B0950-38,148.07167,-38.65283
B0950+08,148.28879,7.92660
J0954-5430,148.52517,-54.51486
B0953-52,148.87292,-53.07131
J0955-61,148.75000,-61.80000
J0957-06,149.25000,-6.28333
J0957-5432,149.48337,-54.53442
B0957-47,149.85942,-48.16319
J1000-5149,150.11725,-51.83281
B0959-54,150.40825,-55.11853
J1001-5559,150.28583,-55.98339
J1001-5939,150.38429,-59.65494
J1002-5559,150.74125,-55.99361
J1002-5919,150.58542,-59.32700
B1001-47,150.83992,-47.78389
J1006-6311,151.65250,-63.19478
J1010+15,152.50000,15.85000
B1010-23,153.14053,-23.63956
J1012-4235,153.02917,-42.58333
J1012+5307,153.13932,53.11731
J1012-5830,153.22875,-58.50711
B1011-58,153.20208,-58.96111
J1013-5934,153.38273,-59.57408
J1014-48,153.57500,-48.82833
J1015-5719,153.90817,-57.32022
B1014-53,154.13000,-53.75383
J1016-5819,154.05042,-58.31699
J1016-5857,154.08817,-58.95336
B1015-56,154.30358,-56.35853
J1017-7156,154.46387,-71.94490
B1016-16,154.66819,-16.70282
J1019-5749,154.96725,-57.81831
J1020-5921,155.05846,-59.35944
J1020-6026,155.04750,-60.43522
J1021-5601,155.35342,-56.03081
J1022+1001,155.74166,10.03133
J1022-5813,155.61708,-58.22500
J1023+0038,155.94870,0.64468
J1023-5746,155.76208,-57.76806
J1024-0719,156.16111,-7.32211
J1028-5819,157.11667,-58.31811
J1031-6117,157.75933,-61.29739
J1032-5206,158.11538,-52.10236
B1030-58,158.02917,-59.16667
J1034-3224,158.58130,-32.40722
J1035-6345,158.76283,-63.75511
J1036-4926,159.05447,-49.43938
J1036-6559,159.08350,-65.98591
J1036-8317,159.00000,-83.28333
J1038+0032,159.61222,0.54544
B1036-58,159.58208,-58.52422
B1039-19,160.40082,-19.70378
B1039-55,160.50254,-55.35153
J1043-6116,160.98038,-61.28078
J1044-5737,161.13667,-57.62203
J1045-4509,161.45911,-45.16503
J1046+0304,161.68013,3.06858
B1044-57,161.57863,-58.23106
J1047-3032,161.75339,-30.53833
J1047-58,161.98333,-58.68333
J1047-6709,161.86784,-67.16419
J1048+2339,162.18091,23.66484
B1046-58,162.05083,-58.53494
J1049-5833,162.45975,-58.56239
J1050-5953,162.52967,-59.88928
J1052-5954,163.15879,-59.91225
J1052-6348,163.22246,-63.80461
J1054-5943,163.74062,-59.72058
J1054-5946,163.62692,-59.77528
J1054-6452,163.53683,-64.87708
J1055-6022,163.95208,-60.38111
J1055-6028,163.91329,-60.47708
J1055-6236,163.97754,-62.61342
J1055-6905,163.93629,-69.08650
J1056-5709,164.18246,-57.15958
B1054-62,164.10646,-62.97989
J1056-7117,164.19158,-71.29816
J1057-4754,164.47141,-47.91600
B1055-52,164.49569,-52.44896
J1057-5851,164.28958,-58.85194
B1056-78,164.36417,-79.24006
J1058-5957,164.64271,-59.96011
B1056-57,164.75375,-57.70394
J1101-6101,165.43733,-61.02767
J1101-6424,165.40497,-64.41093
J1101+65,165.50000,65.11667
J1103-5403,165.88872,-54.06201
J1103-6025,165.88117,-60.42677
J1104-6103,166.07192,-61.05108
J1105-43,166.35000,-43.95028
J1105-6037,166.25200,-60.62119
J1105-6107,166.35904,-61.13094
J1106-6438,166.61850,-64.65000
J1107-5907,166.89358,-59.12186
B1105-59,166.99458,-59.78444
J1107-6143,166.80125,-61.73306
B1107-56,167.50167,-56.62581
J1110+58,167.75000,58.86667
J1112-6103,168.06171,-61.05864
B1110-65,168.16054,-66.21800
B1110-69,168.21250,-69.44194
B1112-60,168.59383,-61.00950
B1112+50,168.91000,50.50341
J1115-6052,168.97367,-60.87161
B1114-41,169.17953,-41.37888
J1117-6154,169.34921,-61.90611
J1117-6447,169.43750,-64.79944
J1119-6127,169.80958,-61.46375
B1118-79,169.92000,-79.60842
J1120-3618,170.09333,-36.30894
B1119-54,170.32995,-54.73486
J1122+78,171.49167,78.38333
J1123-4844,170.81521,-48.73965
J1123-6102,170.92375,-61.03506
J1123-6259,170.98145,-62.98632
J1123-6651,170.96754,-66.86363
J1124-3653,171.00000,-36.00000
J1124-5638,171.23529,-56.64436
J1124-5916,171.16250,-59.27194
J1124-6421,171.24792,-64.35472
J1125-5825,171.43486,-58.42136
J1125-6014,171.48007,-60.23517
J1126-27,171.50000,-27.61667
B1124-60,171.71920,-60.91110
J1126-6942,171.59029,-69.70425
J1128-6219,172.19458,-62.31917
J1129-53,172.33750,-53.51667
J1130-5826,172.56804,-58.43397
J1130-5925,172.54350,-59.42614
J1130-6807,172.63297,-68.12459
J1132-46,173.13750,-46.91833
J1132-5627,173.06558,-56.45803
B1131-62,173.46437,-62.84739
J1135-49,173.98333,-49.42528
J1135-6055,173.75000,-60.91667
B1133+16,174.01353,15.85124
B1133-55,174.00904,-55.41897
J1137-6700,174.38370,-67.00917
J1138-6207,174.59008,-62.13314
J1141-3107,175.35679,-31.13128
J1141-3322,175.42817,-33.37706
J1141-6545,175.27922,-65.75531
J1142+0119,175.50000,1.31667
J1142-6230,175.71875,-62.50108
J1143-5158,175.81277,-51.97775
J1143-5536,175.79079,-55.60125
J1144-6146,176.14500,-61.78028
J1144-6217,176.00879,-62.29175
B1143-60,176.53225,-60.51650
J1147-66,176.75000,-66.00000
J1148-5725,177.11888,-57.42017
J1148-6415,177.15750,-64.25917
J1151-6108,177.98692,-61.13822
J1152-5800,178.04167,-58.00944
J1152-6012,178.22417,-60.20583
J1153-21,178.25000,-21.30000
J1154-6250,178.58375,-62.83408
J1156-5707,179.03104,-57.11719
J1156-5909,179.08958,-59.15342
J1157-5112,179.28402,-51.21559
B1154-62,179.31350,-62.41413
J1159-6409,179.84042,-64.16583
J1159-7910,179.89879,-79.16822
J1201-6306,180.34588,-63.11653
B1159-58,180.61835,-58.34261
J1204-6843,181.15300,-68.72144
J1207-5050,181.84088,-50.84175
J1208-6238,182.05817,-62.63425
J1210-5226,182.50379,-52.44122
J1210-5559,182.52495,-55.98442
J1210-6550,182.67500,-65.83461
J1211-6324,182.85075,-63.41256
J1214-5830,183.53508,-58.50719
J1215-5328,183.75258,-53.47544
J1216-50,184.08333,-50.45028
J1216-6223,184.17454,-62.39939
J1216-6410,184.03058,-64.16923
J1220-6318,185.07442,-63.31292
J1222-5738,185.71792,-57.63889
J1224-6208,186.18438,-62.14475
B1221-63,186.09244,-64.13164
J1225-5556,186.43261,-55.94532
J1225-6035,186.36929,-60.59378
B1222-63,186.42833,-64.14528
J1226-32,186.70833,-32.45000
J1227-4853,186.99468,-48.89521
J1227-6208,186.75184,-62.14550
J1227-63,186.80000,-63.15000
J1231-1411,187.79714,-14.19545
J1231-4609,187.94067,-46.16256
J1231-6303,187.80417,-63.05500
J1232-4742,188.07958,-47.71414
J1232-6501,188.07433,-65.01759
J1233-6312,188.38125,-63.20806
J1233-6344,188.41625,-63.74861
B1232-55,188.82917,-55.26667
J1235-6354,188.99050,-63.90844
J1236-5033,189.24646,-50.56008
J1237-6725,189.35792,-67.42608
J1238+2152,189.59657,21.86974
B1237+25,189.91859,24.89702
B1236-68,189.99583,-68.54103
B1237-41,190.07338,-41.41436
J1242+39,190.64167,39.63333
J1243-5735,190.89742,-57.59522
B1240-64,190.82149,-64.38996
J1244-5053,191.04783,-50.88906
J1244-6359,191.19872,-63.99650
J1244-6531,191.15958,-65.52000
J1245-6238,191.33800,-62.64886
J1246+22,191.65833,22.88333
J1248-6344,192.19317,-63.73600
J1248-6444,192.13696,-64.73333
J1249-6507,192.47633,-65.12217
J1251-7407,192.97058,-74.12084
J1252-6314,193.17758,-63.24242
J1253-5820,193.36809,-58.34469
J1254-6150,193.63533,-61.84744
J1255-46,193.75000,0.00000
J1255-6131,193.97858,-61.51947
J1255-62,193.82500,-62.80000
B1254-10,194.26987,-10.45160
B1256-67,194.84458,-67.69444
B1257+12,195.01490,12.68235
J1301+0833,195.40942,8.56597
J1301-6305,195.44067,-63.09275
J1301-6310,195.36792,-63.17792
J1302-32,195.50000,-32.00000
J1302-63,195.51667,-63.74806
J1302-6313,195.58000,-63.22472
B1259-63,195.69851,-63.83574
J1303-6305,195.75008,-63.08356
J1305-6203,196.33708,-62.05600
J1305-6256,196.36667,-62.94417
B1302-64,196.34875,-64.92397
J1305-66,196.40000,-66.65000
J1306-6242,196.68583,-62.70083
B1303-66,196.65912,-66.28939
J1307-6318,196.97792,-63.30972
J1307-67,196.92083,-67.05750
J1308+2127,197.20112,21.45188
J1308-4650,197.18579,-46.84158
J1308-5844,197.08783,-58.73717
J1309-6415,197.31917,-64.26639
J1309-6526,197.25121,-65.43794
B1309-12,197.96937,-12.46712
J1311-3430,197.94052,-34.50843
J1312+0051,198.00000,0.85000
B1310+18,198.22917,18.16667
B1309-53,198.01917,-54.04500
B1309-55,198.22429,-55.27975
J1312-6400,198.02983,-64.01544
J1313+0931,198.34583,9.53222
J1314-6101,198.59750,-61.02111
J1316-6232,199.19292,-62.53672
J1317-5759,199.44287,-57.99181
J1317-6302,199.43621,-63.04783
B1316-60,199.83454,-60.94630
J1319-6105,199.85967,-61.09061
J1320-3512,200.05283,-35.20722
B1317-53,200.22467,-53.98511
J1320+67,200.00000,67.50000
J1321-5922,200.41483,-59.38114
B1322+83,200.44242,83.39414
J1322-62,200.72500,-62.85000
J1322-6241,200.63396,-62.69819
J1322-6329,200.57500,-63.49361
J1324-6146,201.18292,-61.76667
J1324-6302,201.05687,-63.03919
B1323-58,201.74279,-58.99142
B1323-63,201.63583,-64.14556
B1322-66,201.51333,-67.01417
J1327-0755,201.98995,-7.92494
B1323-62,201.82250,-62.37906
B1323-627,201.78113,-63.02094
J1327-6400,201.79279,-64.00364
B1325-43,202.02680,-43.96226
B1325-49,202.13992,-49.35928
J1329-6158,202.26375,-61.98306
J1331-5245,202.75004,-52.75706
J1332-03,203.00000,-3.43333
J1332-3032,203.21869,-30.53814
J1333-4449,203.43679,-44.82395
J1334-5839,203.62545,-58.65460
J1335-3642,203.90000,-36.70000
J1337-6306,204.33479,-63.10647
J1337-6423,204.38285,-64.38470
B1334-61,204.53896,-62.07186
J1339-4712,204.98579,-47.20153
J1339-6618,204.98583,-66.30217
B1336-64,205.00133,-64.94525
J1341-6023,205.28071,-60.39297
B1338-62,205.42762,-62.33908
J1342+2822A,205.54583,28.37556
J1342+2822B,205.54620,28.37782
J1342+2822C,205.54583,28.37556
J1342+2822D,205.54250,28.37667
J1344-6059,206.16500,-60.99194
J1345-6115,206.43512,-61.25850
J1346-4918,206.59312,-49.30200
J1347-5947,206.83075,-59.79439
J1348-6307,207.17667,-63.11778
J1349-6130,207.40271,-61.50475
J1349-63,207.32500,-63.93333
J1350-5115,207.56716,-51.25688
J1350-6225,207.68521,-62.42883
J1352-6803,208.14354,-68.06031
J1354-6249,208.64583,-62.82500
B1352-51,208.99450,-51.89828
J1355-5747,208.90396,-57.78750
J1355-5925,208.99629,-59.41692
J1355-6206,208.83892,-62.10558
J1356-5521,209.21066,-55.35360
B1353-62,209.35417,-62.46667
J1357-6429,209.26012,-64.49172
J1358-2533,209.67500,-25.55000
B1356-60,209.99258,-60.63556
J1400-1438,210.12642,-14.63733
J1400-6325,210.19038,-63.42850
B1358-63,210.46867,-63.96265
B1359-51,210.73750,-51.40000
J1403-6310,210.80833,-63.17417
J1403-7646,210.76708,-76.78264
J1404+12,211.16667,12.05000
J1405-4656,211.33927,-46.93397
J1405-5641,211.30171,-56.69006
J1406-5806,211.50500,-58.10889
J1406-6121,211.70850,-61.35775
J1407-6048,211.99433,-60.81633
J1407-6153,211.98542,-61.89972
J1409-6953,212.32042,-69.89289
J1410-6132,212.60000,-61.53333
J1410-7404,212.53071,-74.08148
J1412-6111,213.24842,-61.19181
J1412-6145,213.03204,-61.75800
J1412+7922,213.23267,79.36769
J1413-6141,213.29113,-61.68694
J1413-6205,213.37458,-62.09389
J1413-6222,213.27279,-62.37439
B1409-62,213.38048,-63.12651
J1414-6802,213.60708,-68.04944
J1415-6621,213.88029,-66.35339
J1416-5033,214.18583,-50.55472
J1416-6037,214.12746,-60.63319
J1417-4402,214.37750,-44.04928
J1418-3921,214.70951,-39.35514
J1418-5945,214.63458,-59.75000
J1418-6058,214.67792,-60.96361
B1417-54,215.12125,-54.27306
J1420-5625,215.01276,-56.43194
J1420-6048,215.03432,-60.80456
J1422-6138,215.61279,-61.64111
J1423-6953,215.86163,-69.89523
J1424-5556,216.05317,-55.93719
J1424-56,216.09583,-56.67972
J1424-5822,216.13379,-58.38222
J1424-6438,216.24667,-64.63611
J1425-5723,216.40233,-57.39189
J1425-5759,216.49629,-57.98617
J1425-6210,216.28208,-62.16803
J1427-4158,216.96154,-41.98231
B1424-55,217.10957,-55.51394
J1429-5911,217.49417,-59.19350
J1429-5935,217.35792,-59.59969
B1426-66,217.67030,-66.38473
J1431-4715,217.93591,-47.25766
J1431-5740,217.76456,-57.66991
J1432-5032,218.21779,-50.53814
J1433+00,218.37500,0.46667
J1433-6038,218.30492,-60.64297
J1434-6006,218.52208,-60.10806
J1434-6029,218.66292,-60.49694
J1434+7257,218.49890,72.95736
J1435-5954,218.75150,-59.91367
J1435-6100,218.83449,-61.01610
J1437-5959,219.25796,-59.98372
J1437-6146,219.31379,-61.76722
J1439-5501,219.91559,-55.02323
J1439+76,219.75000,76.91667
B1436-63,220.13045,-63.74656
J1441-6137,220.43458,-61.62333
J1443-5122,220.86238,-51.37389
J1444-5941,221.19375,-59.68861
J1444-6026,221.02508,-60.43594
J1446-4701,221.64881,-47.02410
J1449-5846,222.35596,-58.77789
J1452-5851,223.21908,-58.85369
J1452-6036,223.21624,-60.60871
J1453+1902,223.44049,19.03673
B1449-64,223.38640,-64.22100
J1454-5846,223.54545,-58.77632
J1455-3330,223.94987,-33.51288
J1455-59,223.77500,-59.38333
J1456-48,224.00000,0.00000
B1451-68,224.00066,-68.72757
B1454-51,224.41746,-51.38139
J1457-5900,224.41250,-59.01417
J1457-5902,224.38292,-59.03444
J1459-6053,224.87496,-60.88908
J1501-0046,225.43732,-0.77320
J1501-5637,225.46250,-56.63000
J1502-5653,225.73912,-56.89423
J1502-5828,225.68250,-58.47833
J1502-6128,225.62433,-61.48064
J1502-6752,225.57756,-67.87132
J1503+2111,225.97750,21.18592
J1504-5621,226.20475,-56.35889
B1503-51,226.66458,-51.96944
B1504-43,226.89242,-43.86756
B1503-66,226.95275,-66.68253
B1508+55,227.35679,55.52567
J1509-5850,227.36304,-58.84892
J1509-6015,227.28125,-60.25517
B1507-44,227.70375,-44.36861
J1511-5414,227.96378,-54.24453
J1511-5835,227.77917,-58.59111
J1512-5431,228.02375,-54.52194
B1508-57,228.17927,-57.99994
J1513-5739,228.49579,-57.65039
B1509-58,228.48175,-59.13583
J1513-5946,228.43658,-59.77553
B1510-48,228.56067,-48.57208
J1514-4946,228.57964,-49.77098
J1514-5925,228.74625,-59.42869
J1515-5720,228.78875,-57.34694
J1517-4356,229.36392,-43.93831
J1517-4636,229.37240,-46.60017
B1516+02A,229.63882,2.09099
B1516+02B,229.63107,2.08763
